No,deprem_kodu,olus_tarihi,olus_zamani,enlem,boylam,derinlik,xM,MD,ML,Mw,Ms,Mb,Tip,Yer
2700,2.01111E+13,2011.11.05,25:09.7,38.8827,43.607,6,3.8,0,3.8,,0,0,Ke,SAGLAMTAS- (VAN) [South East  1.7 km]
2682,2.01111E+13,2011.11.06,15:37.4,38.5937,43.1372,5,3.6,0,3.6,,0,0,Ke,VAN G�L�
2683,2.01111E+13,2011.11.06,55:59.3,38.6078,43.1513,6,4,0,4,,0,0,Ke,CITOREN- (VAN) [West 6.0 km]
2684,2.01111E+13,2011.11.06,08:59.1,38.6775,43.1727,5,3.5,0,3.5,,0,0,Ke,MOLLAKASIM- (VAN) [West 1.5 km]
2685,2.01111E+13,2011.11.06,34:21.9,38.8132,43.4777,6,4.3,0,4.3,,0,4.3,Ke,DEREBEY- (VAN) [North West  2.7 km]
2686,2.01111E+13,2011.11.06,25:58.2,38.8115,43.4695,6,3.9,0,3.9,,0,0,Ke,DEREBEY- (VAN) [North West  3.0 km]
2687,2.01111E+13,2011.11.06,20:27.4,38.9513,43.5542,6,3.8,0,3.8,,0,0,Ke,UNSELI-MURADIYE (VAN) [South West  4.2 km]
2688,2.01111E+13,2011.11.06,19:36.4,38.6863,43.3787,4,3.8,0,3.8,,0,0,Ke,OTLUCA- (VAN) [South East  1.5 km]
2689,2.01111E+13,2011.11.06,30:53.7,38.739,43.4505,6,3.9,0,3.9,,0,0,Ke,YEMLICE- (VAN) [North West  0.2 km]
2690,2.01111E+13,2011.11.06,43:12.0,38.924,43.5648,6,4.8,0,4.8,,0,4.7,Ke,COLPAN- (VAN) [North East  2.4 km]
2691,2.01111E+13,2011.11.06,07:10.4,38.7243,43.0802,6,3.8,0,3.8,,0,0,Ke,VAN G�L�
2692,2.01111E+13,2011.11.06,24:44.3,38.7163,43.2142,6,4.1,0,4.1,,0,4,Ke,AGARTI- (VAN) [North 1.5 km]
2670,2.01111E+13,2011.11.07,14:12.3,38.9472,43.568,6,4.6,0,4.6,,0,4.5,Ke,UNSELI-MURADIYE (VAN) [South West  4.1 km]
2671,2.01111E+13,2011.11.07,37:42.7,38.8983,43.6085,6,3.5,0,3.5,,0,0,Ke,SAGLAMTAS- (VAN) [North East  0.6 km]
2672,2.01111E+13,2011.11.07,28:13.3,38.6555,43.339,6,3.5,0,3.5,,0,0,Ke,YENIKOSK- (VAN) [North West  0.6 km]
2673,2.01111E+13,2011.11.07,09:32.8,38.94,43.7363,6,3.7,0,3.7,,0,0,Ke,KOSK KOYU-MURADIYE (VAN) [North East  1.4 km]
2674,2.01111E+13,2011.11.07,11:15.2,38.6887,43.6397,6,4.3,0,4.3,,0,4.2,Ke,KARAGUNDUZ- (VAN) [South West  0.9 km]
2675,2.01111E+13,2011.11.07,53:50.5,38.683,43.6467,6,4.8,0,4.7,,0,4.8,Ke,KARAGUNDUZ- (VAN) [South 1.3 km]
2676,2.01111E+13,2011.11.07,34:37.4,38.733,43.5413,5,3.9,0,3.9,,0,0,Ke,ASAGIGOLALAN- (VAN) [South West  3.1 km]
2677,2.01111E+13,2011.11.07,23:15.4,38.827,43.0308,5,3.5,0,3.5,,0,0,Ke,GOLDUZU-ADILCEVAZ (BITLIS) [North East  1.4 km]
2678,2.01111E+13,2011.11.07,45:00.9,38.6733,43.1068,5,3.5,0,3.5,,0,0,Ke,VAN G�L�
2679,2.01111E+13,2011.11.07,54:18.1,38.9653,43.593,5,3.8,0,3.8,,0,0,Ke,UNSELI-MURADIYE (VAN) [South East  2.2 km]
2680,2.01111E+13,2011.11.07,22:27.2,38.6638,43.239,4,4,0,4,,0,0,Ke,ALAKOY- (VAN) [South West  1.4 km]
2681,2.01111E+13,2011.11.07,57:54.0,38.9663,43.6305,5,3.6,0,3.6,,0,0,Ke,KECIKIRAN-MURADIYE (VAN) [South East  1.1 km]
2663,2.01111E+13,2011.11.08,05:50.6,38.7242,43.087,6,5.4,0,5.4,,0,5.2,Ke,VAN G�L�
2664,2.01111E+13,2011.11.08,34:25.4,38.7995,43.4675,6,4.4,0,4.3,,0,4.4,Ke,DEREBEY- (VAN) [North West  2.5 km]
2665,2.01111E+13,2011.11.08,24:51.9,38.6732,43.1995,6,4.2,0,4,,0,4.2,Ke,MOLLAKASIM- (VAN) [South East  1.0 km]
2666,2.01111E+13,2011.11.08,35:34.9,38.6612,43.6452,6,4.5,0,4.3,,0,4.5,Ke,ERCEK- (VAN) [North West  1.0 km]
2667,2.01111E+13,2011.11.08,38:03.8,38.8247,43.6553,6,3.5,0,3.5,,0,0,Ke,ESENKOC-MURADIYE (VAN) [South East  0.3 km]
2668,2.01111E+13,2011.11.08,32:12.6,38.6233,43.219,6,3.6,0,3.6,,0,0,Ke,ARISU- (VAN) [South West  1.0 km]
2669,2.01111E+13,2011.11.08,46:18.2,38.7828,43.4195,4,3.5,0,3.5,,0,0,Ke,PIRGARIP- (VAN) [North East  2.6 km]
2649,2.01111E+13,2011.11.09,38:17.1,38.4608,43.2347,6,4.5,0,4.4,,0,4.5,Ke,EDREMIT (VAN) [North 4.3 km]
2650,2.01111E+13,2011.11.09,45:39.4,38.483,43.2732,6,4.5,0,4.3,,0,4.5,Ke,VAN G�L�
2651,2.01111E+13,2011.11.09,33:52.0,38.4692,43.2752,6,3.5,0,3.5,,0,0,Ke,EDREMIT (VAN) [North East  6.0 km]
2652,2.01111E+13,2011.11.09,20:15.8,38.4903,43.3057,6,3.5,0,3.5,,0,0,Ke,KAVURMA- (VAN) [North West  5.7 km]
2653,2.01111E+13,2011.11.09,16:37.0,38.5767,43.5608,5,3.6,0,3.6,,0,0,Ke,YALINAGAC- (VAN) [North West  0.7 km]
2654,2.01111E+13,2011.11.09,37:51.0,38.4802,43.2928,5.1,3.5,0,3.5,,0,0,Ke,KAVURMA- (VAN) [North West  6.3 km]
2655,2.01111E+13,2011.11.09,36:42.0,38.5385,43.3123,2.9,3.6,0,3.6,,0,0,Ke,KALECIK- (VAN) [South West  2.4 km]
2656,2.01111E+13,2011.11.09,34:19.2,38.4883,43.258,5,3.7,0,3.7,,0,0,Ke,VAN G�L�
2657,2.01111E+13,2011.11.09,30:11.3,38.4197,43.284,4,4.8,0,4.4,,0,4.8,Ke,EDREMIT (VAN) [East 3.7 km]
2658,2.01111E+13,2011.11.09,23:34.7,38.4217,43.2112,6,5.6,0,5.6,5.6,0,0,Ke,EDREMIT (VAN) [West 2.6 km]
2659,2.01111E+13,2011.11.09,20:42.6,38.9017,43.6125,6,3.6,0,3.6,,0,0,Ke,SAGLAMTAS- (VAN) [North East  1.1 km]
2660,2.01111E+13,2011.11.09,19:06.5,35.8017,27.4675,20,3.5,0,3.5,,0,0,Ke,AKDENIZ
2661,2.01111E+13,2011.11.09,28:19.4,38.8445,43.5315,6,3.6,0,3.6,,0,0,Ke,BAGDASAN- (VAN) [North East  0.7 km]
2662,2.01111E+13,2011.11.09,20:01.8,38.6117,43.2148,4,3.5,0,3.5,,0,0,Ke,CITOREN- (VAN) [North West  1.5 km]
2645,2.01111E+13,2011.11.10,11:50.7,39.1308,29.1738,6,3.6,0,3.6,,0,0,Ke,INLICE-SIMAV (K�TAHYA) [North East  0.5 km]
2646,2.01111E+13,2011.11.10,48:05.8,38.6647,43.5212,4,3.7,0,3.7,,0,0,Ke,KOZLUCA- (VAN) [North East  1.3 km]
2647,2.01111E+13,2011.11.10,43:20.5,38.4855,43.3297,6,4,0,4,,0,0,Ke,KAVURMA- (VAN) [North West  3.8 km]
2648,2.01111E+13,2011.11.10,03:24.6,38.9632,43.5592,6,3.6,0,3.6,,0,0,Ke,UNSELI-MURADIYE (VAN) [South West  2.9 km]
2638,2.01111E+13,2011.11.11,28:27.5,39.0882,43.6835,6,3.7,0,3.7,,0,0,Ke,GORECEK-MURADIYE (VAN) [West 5.6 km]
2639,2.01111E+13,2011.11.11,57:21.3,38.9178,43.5858,6,3.9,0,3.9,,0,0,Ke,CAKIRBEY- (VAN) [North 1.5 km]
2640,2.01111E+13,2011.11.11,21:30.6,38.7777,43.7328,8,3.8,0,3.8,,0,0,Ke,DOGANGUN-MURADIYE (VAN) [North East  1.7 km]
2641,2.01111E+13,2011.11.11,06:07.4,39.106,29.1513,4,3.6,0,3.6,,0,0,Ke,SENKOY-SIMAV (K�TAHYA) [East 2.6 km]
2642,2.01111E+13,2011.11.11,45:08.9,38.6737,43.4815,6,4.2,0,4.2,,0,4.2,Ke,DILIMLI- (VAN) [East 1.7 km]
2643,2.01111E+13,2011.11.11,21:45.8,38.8172,43.5705,6,3.5,0,3.5,,0,0,Ke,AKCIFT- (VAN) [South West  1.9 km]
2644,2.01111E+13,2011.11.11,01:33.9,38.7112,43.2352,6,3.7,0,3.7,,0,0,Ke,AGARTI- (VAN) [North East  2.2 km]
2624,2.01111E+13,2011.11.12,11:45.6,38.6567,43.1803,6,4,0,4,,0,0,Ke,MOLLAKASIM- (VAN) [South West  2.4 km]
2625,2.01111E+13,2011.11.12,02:41.7,38.6673,43.2023,16,3.5,0,3.5,,0,0,Ke,MOLLAKASIM- (VAN) [South East  1.5 km]
2626,2.01111E+13,2011.11.12,53:48.9,38.4363,43.4035,6,3.8,0,3.8,,0,0,Ke,KURUBAS- (VAN) [South West  2.2 km]
2627,2.01111E+13,2011.11.12,12:17.8,39,43.5312,6,3.7,0,3.7,,0,0,Ke,ASAGIKOZLUCA-ERCIS (VAN) [North West  0.8 km]
2628,2.01111E+13,2011.11.12,52:32.4,38.6442,43.2207,6,3.7,0,3.7,,0,0,Ke,DIBEKDUZU- (VAN) [North West  1.7 km]
2629,2.01111E+13,2011.11.12,51:00.5,38.641,43.1973,6,3.5,0,3.5,,0,0,Ke,ARISU- (VAN) [North West  3.2 km]
2630,2.01111E+13,2011.11.12,44:56.9,38.635,43.153,6,3.7,0,3.7,,0,0,Ke,MOLLAKASIM- (VAN) [South West  5.6 km]
2631,2.01111E+13,2011.11.12,25:46.9,38.8242,43.6018,6,4,0,4,,0,0,Ke,AKCIFT- (VAN) [South East  2.1 km]
2632,2.01111E+13,2011.11.12,20:01.7,38.6272,43.2093,6,4.6,0,4.3,,0,4.6,Ke,ARISU- (VAN) [West 1.7 km]
2633,2.01111E+13,2011.11.12,05:21.2,38.6662,43.4928,12,3.9,0,3.9,,0,0,Ke,KOZLUCA- (VAN) [North West  2.5 km]
2634,2.01111E+13,2011.11.12,13:38.8,38.9172,43.5825,6,3.5,0,3.5,,0,0,Ke,CAKIRBEY- (VAN) [North West  1.5 km]
2635,2.01111E+13,2011.11.12,50:16.4,38.9992,43.5088,6,4.3,0,4.3,,0,4,Ke,ASAGIKOZLUCA-ERCIS (VAN) [North West  2.5 km]
2636,2.01111E+13,2011.11.12,27:26.9,39.1235,43.767,6,3.5,0,3.5,,0,0,Ke,DEVETAS-MURADIYE (VAN) [East 1.9 km]
2637,2.01111E+13,2011.11.12,24:35.1,39.0918,43.6958,6,3.6,0,3.6,,0,0,Ke,GORECEK-MURADIYE (VAN) [North West  4.7 km]
2619,2.01111E+13,2011.11.13,05:23.4,38.903,43.5828,6,3.5,0,3.5,,0,0,Ke,CAKIRBEY- (VAN) [South West  0.3 km]
2620,2.01111E+13,2011.11.13,57:29.5,38.889,43.5783,6,4.1,0,4.1,,0,0,Ke,CAKIRBEY- (VAN) [South West  1.9 km]
2621,2.01111E+13,2011.11.13,29:53.1,38.8853,43.6012,24,4.1,0,4.1,,0,0,Ke,SAGLAMTAS- (VAN) [South 1.3 km]
2622,2.01111E+13,2011.11.13,43:59.8,38.4472,42.9917,4,3.8,0,3.8,,0,0,Ke,VAN G�L�
2623,2.01111E+13,2011.11.13,33:04.7,38.4588,43.005,6,3.6,0,3.6,,0,0,Ke,VAN G�L�
2608,2.01111E+13,2011.11.14,08:53.0,38.7622,43.2797,8,3.8,0,3.8,,0,0,Ke,YESILSU- (VAN) [South West  2.4 km]
2609,2.01111E+13,2011.11.14,59:30.3,38.6992,43.096,6,3.5,0,3.5,,0,0,Ke,VAN G�L�
2610,2.01111E+13,2011.11.14,08:16.1,38.6998,43.1615,8,5.3,0,5,,0,5.3,Ke,MOLLAKASIM- (VAN) [North West  3.5 km]
2611,2.01111E+13,2011.11.14,54:00.1,38.8002,43.5972,6,4.2,0,4,,0,4.2,Ke,AKCIFT- (VAN) [South East  3.9 km]
2612,2.01111E+13,2011.11.14,47:16.1,38.6618,43.0475,6,4.7,0,4.5,,0,4.7,Ke,VAN G�L�
2613,2.01111E+13,2011.11.14,31:32.1,38.6545,43.0762,4,4.5,0,4.4,,0,4.5,Ke,VAN G�L�
2614,2.01111E+13,2011.11.14,44:50.3,38.5862,43.6712,14,3.5,0,3.5,,0,0,Ke,AKTAS- (VAN) [South East  4.2 km]
2615,2.01111E+13,2011.11.14,39:55.4,38.262,42.8657,8,3.5,0,3.5,,0,0,Ke,YANIKCAY-GEVAS (VAN) [West 2.7 km]
2616,2.01111E+13,2011.11.14,46:46.2,36.0892,28.9995,22.6,3.6,0,3.6,,0,0,Ke,AKDENIZ
2617,2.01111E+13,2011.11.14,36:37.1,38.6057,43.4685,6,3.5,0,3.5,,0,0,Ke,COMAKLI- (VAN) [South West  1.8 km]
2618,2.01111E+13,2011.11.14,40:25.9,38.8935,43.5767,6,3.7,0,3.7,,0,0,Ke,CAKIRBEY- (VAN) [South West  1.5 km]
2606,2.01111E+13,2011.11.15,40:43.2,38.7322,43.0608,6,3.7,0,3.7,,0,0,Ke,VAN G�L�
2607,2.01111E+13,2011.11.15,39:29.0,38.7362,43.2838,6,3.6,0,3.6,,0,0,Ke,GUVENCLI- (VAN) [West 2.9 km]
2605,2.01111E+13,2011.11.16,56:07.0,38.8642,43.5442,5,3.6,0,3.6,,0,0,Ke,ERMISLER- (VAN) [East 3.1 km]
2596,2.01111E+13,2011.11.17,31:39.2,38.6872,43.3843,6,3.8,0,3.8,,0,0,Ke,OTLUCA- (VAN) [South East  2.0 km]
2597,2.01111E+13,2011.11.17,56:41.6,38.8403,43.5563,5,3.5,3.5,0,,0,0,Ke,AKCIFT- (VAN) [North West  2.2 km]
2598,2.01111E+13,2011.11.17,42:35.9,38.6562,43.1932,5,3.5,0,3.5,,0,0,Ke,MOLLAKASIM- (VAN) [South 2.3 km]
2599,2.01111E+13,2011.11.17,28:26.7,35.1717,29.5075,53.7,3.6,3.6,0,,0,0,Ke,AKDENIZ
2600,2.01111E+13,2011.11.17,38:31.9,38.8957,43.582,5.9,4.5,0,4.5,,0,4.5,Ke,CAKIRBEY- (VAN) [South West  1.0 km]
2601,2.01111E+13,2011.11.17,31:20.7,38.7367,43.246,2.4,3.5,0,3.5,,0,0,Ke,DAGONU- (VAN) [South 2.6 km]
2602,2.01111E+13,2011.11.17,33:36.4,38.9538,43.5003,2.8,3.5,0,3.5,,0,0,Ke,VAN G�L�
2603,2.01111E+13,2011.11.17,04:29.9,38.8742,43.6388,5,3.5,0,3.5,,0,0,Ke,KELLE- (VAN) [North West  1.2 km]
2604,2.01111E+13,2011.11.17,37:18.6,39.134,41.5555,4.8,4.8,0,4.6,,0,4.8,Ke,BOYLU-VARTO (MUS) [South 1.1 km]
2593,2.01111E+13,2011.11.18,39:38.7,38.8235,43.8323,5,5,0,4.9,,0,5,Ke,YARIMKAYA-OZALP (VAN) [South West  1.2 km]
2594,2.01111E+13,2011.11.18,27:28.1,38.8202,42.9768,2.5,3.6,0,3.6,,0,0,Ke,KARSIYAKA-ADILCEVAZ (BITLIS) [North East  2.1 km]
2595,2.01111E+13,2011.11.18,31:29.9,38.6458,43.1565,5,3.5,0,3.5,,0,0,Ke,MOLLAKASIM- (VAN) [South West  4.5 km]
2589,2.01111E+13,2011.11.19,21:39.9,38.8583,43.5955,5,3.5,0,3.5,,0,0,Ke,AKCIFT- (VAN) [North East  3.2 km]
2590,2.01111E+13,2011.11.19,53:04.3,38.9983,42.5457,3.3,3.6,3.6,0,,0,0,Ke,BOYUNDERE-MALAZGIRT (MUS) [South West  0.9 km]
2591,2.01111E+13,2011.11.19,53:23.6,38.811,43.7812,10.8,3.7,0,3.7,,0,0,Ke,CAKMAK-MURADIYE (VAN) [South West  2.2 km]
2592,2.01111E+13,2011.11.19,37:13.2,38.7803,43.8682,5,3.8,0,3.8,,0,0,Ke,KIRKCALI-OZALP (VAN) [North West  1.7 km]
2585,2.01111E+13,2011.11.20,47:58.3,38.6937,43.184,5,3.9,0,3.9,,0,0,Ke,MOLLAKASIM- (VAN) [North West  1.9 km]
2586,2.01111E+13,2011.11.20,50:59.6,38.6578,43.2797,5,3.6,3.6,0,,0,0,Ke,YUMRUTEPE- (VAN) [South West  3.6 km]
2587,2.01111E+13,2011.11.20,20:31.6,38.86,43.679,2,4.3,0,4.1,,0,4.3,Ke,KELLE- (VAN) [South East  2.8 km]
2588,2.01111E+13,2011.11.20,15:49.8,35.1568,26.4225,9.4,3.5,0,3.5,,0,0,Ke,AKDENIZ
2582,2.01111E+13,2011.11.21,00:34.9,38.693,43.175,5,4.5,0,4.5,,0,4.4,Ke,MOLLAKASIM- (VAN) [North West  2.2 km]
2583,2.01111E+13,2011.11.21,55:56.7,38.688,43.1933,4.9,4.5,0,4.5,,0,4.3,Ke,MOLLAKASIM- (VAN) [North East  1.3 km]
2584,2.01111E+13,2011.11.21,56:19.0,35.6043,27.4665,16.6,3.5,0,3.5,,0,0,Ke,AKDENIZ
2578,2.01111E+13,2011.11.22,48:14.0,38.9032,43.5777,5,4.3,0,4.3,,0,4.3,Ke,CAKIRBEY- (VAN) [South West  0.8 km]
2579,2.01111E+13,2011.11.22,18:38.7,38.5058,43.2702,4.9,3.6,0,3.6,,0,0,Ke,VAN G�L�
2580,2.01111E+13,2011.11.22,50:37.4,39.0478,35.935,5,4.3,0,4.3,,0,4.1,Ke,SARIOGLAN (KAYSERI) [South West  4.3 km]
2581,2.01111E+13,2011.11.22,30:35.2,38.6145,43.2252,5,4.6,0,4.6,,0,4.6,Ke,TOPAKTAS- (VAN) [North West  1.1 km]
2575,2.01111E+13,2011.11.24,55:02.3,38.7667,43.5273,5,3.5,0,3.5,,0,0,Ke,DEGIRMENOZU- (VAN) [North West  0.9 km]
2576,2.01111E+13,2011.11.24,55:59.5,38.9835,43.5835,5,3.7,0,3.7,,0,0,Ke,UNSELI-MURADIYE (VAN) [North East  0.2 km]
2577,2.01111E+13,2011.11.24,48:07.2,38.629,43.02,5,4.4,0,4.4,,0,4.4,Ke,VAN G�L�
2573,2.01111E+13,2011.11.25,02:08.4,38.8872,43.5903,5,3.8,0,3.8,,0,0,Ke,SAGLAMTAS- (VAN) [South West  1.5 km]
2574,2.01111E+13,2011.11.25,03:01.1,38.8897,43.5722,5,3.6,0,3.6,,0,0,Ke,CAKIRBEY- (VAN) [South West  2.0 km]
2567,2.01111E+13,2011.11.26,04:40.3,38.7153,43.199,5,3.5,0,3.5,,0,0,Ke,AGARTI- (VAN) [North West  1.7 km]
2568,2.01111E+13,2011.11.26,22:33.1,38.4757,43.3505,5.5,4.2,0,4.1,,0,4.2,Ke,KAVURMA- (VAN) [North West  1.8 km]
2569,2.01111E+13,2011.11.26,49:21.4,38.78,43.54,5,3.6,0,3.6,,0,0,Ke,DEGIRMENOZU- (VAN) [North 1.8 km]
2570,2.01111E+13,2011.11.26,35:32.5,38.724,43.3342,5,3.5,0,3.5,,0,0,Ke,GOLLU- (VAN) [North East  1.8 km]
2571,2.01111E+13,2011.11.26,02:42.1,38.614,43.1577,3.2,3.5,0,3.5,,0,0,Ke,CITOREN- (VAN) [North West  5.6 km]
2572,2.01111E+13,2011.11.26,15:06.0,38.7562,43.5265,5,3.7,0,3.7,,0,0,Ke,DEGIRMENOZU- (VAN) [South West  1.3 km]
2566,2.01111E+13,2011.11.27,36:49.0,38.988,43.6883,5,3.5,3,3.5,,0,0,Ke,ACIKYOL-MURADIYE (VAN) [North West  2.3 km]
2564,2.01111E+13,2011.11.28,34:08.8,38.5592,43.061,5,3.6,0,3.6,,0,0,Ke,VAN G�L�
2565,2.01111E+13,2011.11.28,06:17.1,38.6697,43.2005,5,3.5,0,3.5,,0,0,Ke,MOLLAKASIM- (VAN) [South East  1.2 km]
2563,2.01111E+13,2011.11.29,07:18.7,35.9278,28.4807,21.6,4.5,0,0,,0,4.5,Ke,AKDENIZ
2558,2.01111E+13,2011.11.30,45:06.7,38.6898,43.5795,6,3.8,0,3.8,,0,0,Ke,KARAGUNDUZ- (VAN) [West 5.8 km]
2559,2.01111E+13,2011.11.30,11:19.4,38.6368,43.2165,5,3.5,0,3.5,,0,0,Ke,ARISU- (VAN) [North West  1.6 km]
2560,2.01111E+13,2011.11.30,11:10.9,38.5107,43.3987,6,3.8,0,3.8,,0,0,Ke,VAN (VAN) [North East  1.4 km]
2561,2.01111E+13,2011.11.30,16:58.3,38.54,43.2765,5,3.8,0,3.8,,0,0,Ke,BARDAKCI- (VAN) [South East  3.6 km]
2562,2.01111E+13,2011.11.30,47:21.5,38.4778,43.4372,4.1,5,0,5,,0,4.9,Ke,KEVENLI- (VAN) [North West  1.1 km]
2557,2.01112E+13,2011.12.01,02:31.9,37.5283,26.6995,8.4,3.9,0,3.9,,0,0,Ke,ONIKI ADALAR (AKDENIZ)
2556,2.01112E+13,2011.12.02,53:09.1,38.7327,43.379,9.8,3.8,0,3.8,,0,0,Ke,TABANLI- (VAN) [South East  2.3 km]
2555,2.01112E+13,2011.12.03,30:54.6,38.8667,43.7753,5,4.7,0,4.3,,0,4.7,Ke,BESPARMAK-MURADIYE (VAN) [East 2.3 km]
2553,2.01112E+13,2011.12.04,15:02.3,38.4617,43.2925,4.1,4.9,0,4.9,,0,4.7,Ke,BAKACIK-EDREMIT (VAN) [North West  5.2 km]
2554,2.01112E+13,2011.12.04,58:31.3,38.7718,43.2403,6.7,3.6,0,3.6,,0,0,Ke,DAGONU- (VAN) [North West  1.4 km]
2548,2.01112E+13,2011.12.05,15:05.7,39.0805,29.1293,5,3.6,0,3.6,,0,0,Ke,TASLIK-SIMAV (K�TAHYA) [North East  1.3 km]
2549,2.01112E+13,2011.12.05,42:55.7,38.8428,26.3172,10.6,3.7,0,3.7,,0,0,Ke,EGE DENIZI
2550,2.01112E+13,2011.12.05,30:25.0,38.8675,26.353,8.5,4.1,0,4.1,,0,0,Ke,EGE DENIZI
2551,2.01112E+13,2011.12.05,17:27.3,38.8522,26.344,10.3,5,0,5,,0,4.9,Ke,EGE DENIZI
2552,2.01112E+13,2011.12.05,28:55.5,38.599,43.1547,5,3.6,0,3.6,,0,0,Ke,CITOREN- (VAN) [West 5.6 km]
2545,2.01112E+13,2011.12.06,46:27.3,37.199,43.7393,13,4.5,0,4.4,,0,4.5,Ke,CUKURCA (HAKKARI) [South East  12.4 km]
2546,2.01112E+13,2011.12.06,40:00.6,38.6418,43.2065,5,3.5,0,3.5,,0,0,Ke,ARISU- (VAN) [North West  2.6 km]
2547,2.01112E+13,2011.12.06,55:59.5,38.8527,43.6217,2.5,4.6,0,4.5,,0,4.6,Ke,KELLE- (VAN) [South West  2.8 km]
2542,2.01112E+13,2011.12.08,52:27.8,38.7255,43.6635,5,4.1,0,3.9,,0,4.1,Ke,KARAGUNDUZ- (VAN) [North East  3.7 km]
2543,2.01112E+13,2011.12.08,18:58.9,38.6837,42.8427,3.8,3.6,0,3.6,,0,0,Ke,VAN G�L�
2544,2.01112E+13,2011.12.08,58:11.2,38.8957,43.5958,5,3.9,0,3.9,,0,0,Ke,SAGLAMTAS- (VAN) [South West  0.5 km]
2541,2.01112E+13,2011.12.09,21:28.0,38.8357,43.63,5,3.6,0,3.6,,0,0,Ke,ESENKOC-MURADIYE (VAN) [North West  2.2 km]
2533,2.01112E+13,2011.12.10,55:55.3,38.8537,43.5707,5,3.8,0,3.8,,0,0,Ke,AKCIFT- (VAN) [North West  2.5 km]
2534,2.01112E+13,2011.12.10,24:23.1,38.9835,43.7415,5,3.8,0,3.8,,0,0,Ke,MURADIYE (VAN) [South West  2.5 km]
2535,2.01112E+13,2011.12.10,32:20.0,38.8523,43.5813,5,3.6,0,3.6,,0,0,Ke,AKCIFT- (VAN) [North 2.2 km]
2536,2.01112E+13,2011.12.10,08:17.3,36.8745,44.7445,5,3.5,0,3.5,,0,0,Ke,GELISEN-SEMDINLI (HAKKARI) [South East  39.0 km]
2537,2.01112E+13,2011.12.10,40:04.7,38.9745,43.8463,4.3,3.5,0,3.5,,0,0,Ke,ADAKLI-MURADIYE (VAN) [North East  4.2 km]
2538,2.01112E+13,2011.12.10,02:40.3,38.8297,30.1885,4.2,3.8,0,3.8,,0,0,Ke,AKCASAR-SINANPASA (AFYONKARAHISAR) [South East  3.7 km]
2539,2.01112E+13,2011.12.10,15:01.8,38.8377,30.2133,5,4.1,0,4.1,,0,4.1,Ke,BASKIMSE-SINANPASA (AFYONKARAHISAR) [South East  3.0 km]
2540,2.01112E+13,2011.12.10,07:51.8,38.9228,43.559,5,4.4,0,4.4,,0,4.1,Ke,COLPAN- (VAN) [North East  2.0 km]
2531,2.01112E+13,2011.12.11,52:29.1,38.542,43.1995,5,3.9,0,3.9,,0,0,Ke,VAN G�L�
2532,2.01112E+13,2011.12.11,30:46.8,38.5022,43.1952,5,3.6,0,3.6,,0,0,Ke,VAN G�L�
2529,2.01112E+13,2011.12.12,56:55.1,38.6912,43.3787,3,4.1,0,4.1,,0,4.1,Ke,OTLUCA- (VAN) [East 1.4 km]
2530,2.01112E+13,2011.12.12,28:28.1,38.6038,43.1847,5,4.1,0,4.1,,0,4,Ke,CITOREN- (VAN) [North West  3.0 km]
2528,2.01112E+13,2011.12.15,37:59.4,36.9805,30.3208,79.8,4,0,4,,0,0,Ke,YAZIR-KORKUTELI (ANTALYA) [South East  4.9 km]
2527,2.01112E+13,2011.12.16,48:33.2,39.5432,40.5657,5,3.6,0,3.6,,0,0,Ke,KASIKLI-YEDISU (BINGOL) [North 6.8 km]
2526,2.01112E+13,2011.12.17,28:58.2,38.8152,43.5383,5,3.7,0,3.7,,0,0,Ke,BAGDASAN- (VAN) [South East  2.9 km]
2524,2.01112E+13,2011.12.20,31:30.3,38.9123,43.5707,5,3.6,0,3.6,,0,0,Ke,CAKIRBEY- (VAN) [North West  1.6 km]
2525,2.01112E+13,2011.12.20,52:09.5,38.3785,44.1745,5.9,3.5,0,3.5,,0,0,Ke,KARAHISAR-SARAY (VAN) [South East  2.9 km]
2521,2.01112E+13,2011.12.21,07:02.8,38.73,43.2262,4.9,4.4,0,4.4,,0,4.2,Ke,OZYURT- (VAN) [South East  2.0 km]
2522,2.01112E+13,2011.12.21,43:48.6,36.0027,26.011,108.5,4.2,0,3.9,,0,4.2,Ke,AKDENIZ
2523,2.01112E+13,2011.12.21,22:17.0,39.5105,36.653,5,3.6,0,3.6,,0,0,Ke,GOZMEN- (SIVAS) [South West  1.8 km]
2520,2.01112E+13,2011.12.22,35:17.7,39.9942,27.7632,5.3,3.6,0,3.6,,0,0,Ke,CALICA-GONEN (BALIKESIR) [North East  1.9 km]
2515,2.01112E+13,2011.12.27,18:00.2,38.9328,43.6195,5,3.9,0,3.9,,0,0,Ke,KARAHAN-MURADIYE (VAN) [South West  4.1 km]
2516,2.01112E+13,2011.12.27,18:52.6,38.8893,43.803,5,4.7,0,4.4,,0,4.7,Ke,BEYDAGI-MURADIYE (VAN) [South East  3.7 km]
2517,2.01112E+13,2011.12.27,47:21.4,38.6595,43.261,2.4,3.5,0,3.5,,0,0,Ke,ALAKOY- (VAN) [South East  2.5 km]
2518,2.01112E+13,2011.12.27,51:47.5,37.91,27.0975,5,4.3,0,4.2,,0,4.3,Ke,KUSADASI K�RFEZI (EGE DENIZI)
2519,2.01112E+13,2011.12.27,59:18.4,37.8313,27.036,5,4.4,0,4.3,,0,4.4,Ke,KUSADASI K�RFEZI (EGE DENIZI)
